Date,Open,High,Low,Close
"2010-08-25 00:00:00",0.06,0.07,0.06,0.06
"2010-08-26 00:00:00",0.06,0.07,0.06,0.06
"2010-08-27 00:00:00",0.06,0.06,0.06,0.06
"2010-08-28 00:00:00",0.06,0.06,0.06,0.06
"2010-08-29 00:00:00",0.06,0.06,0.06,0.06
"2010-08-30 00:00:00",0.06,0.07,0.03,0.06
"2010-08-31 00:00:00",0.06,0.06,0.06,0.06
"2010-09-01 00:00:00",0.06,0.06,0.06,0.06
"2010-09-02 00:00:00",0.06,0.06,0.06,0.06
"2010-09-03 00:00:00",0.06,0.06,0.06,0.06
"2010-09-04 00:00:00",0.06,0.06,0.06,0.06
"2010-09-05 00:00:00",0.06,0.06,0.06,0.06
"2010-09-06 00:00:00",0.06,0.06,0.06,0.06
"2010-09-07 00:00:00",0.06,0.06,0.06,0.06
"2010-09-08 00:00:00",0.06,0.06,0.06,0.06
"2010-09-09 00:00:00",0.06,0.06,0.06,0.06
"2010-09-10 00:00:00",0.06,0.06,0.06,0.06
"2010-09-11 00:00:00",0.06,0.06,0.06,0.06
"2010-09-12 00:00:00",0.06,0.06,0.06,0.06
"2010-09-13 00:00:00",0.06,0.06,0.06,0.06
"2010-09-14 00:00:00",0.06,0.17,0.06,0.06
"2010-09-15 00:00:00",0.06,0.06,0.06,0.06
"2010-09-16 00:00:00",0.06,0.06,0.06,0.06
"2010-09-17 00:00:00",0.06,0.06,0.06,0.06
"2010-09-18 00:00:00",0.06,0.06,0.06,0.06
"2010-09-19 00:00:00",0.06,0.06,0.06,0.06
"2010-09-20 00:00:00",0.06,0.06,0.06,0.06
"2010-09-21 00:00:00",0.06,0.06,0.06,0.06
"2010-09-22 00:00:00",0.06,0.06,0.06,0.06
"2010-09-23 00:00:00",0.06,0.06,0.06,0.06
"2010-09-24 00:00:00",0.06,0.06,0.06,0.06
"2010-09-25 00:00:00",0.06,0.06,0.06,0.06
"2010-09-26 00:00:00",0.06,0.06,0.06,0.06
"2010-09-27 00:00:00",0.06,0.06,0.06,0.06
"2010-09-28 00:00:00",0.06,0.06,0.06,0.06
"2010-09-29 00:00:00",0.06,0.06,0.06,0.06
"2010-09-30 00:00:00",0.06,0.06,0.06,0.06
"2010-10-01 00:00:00",0.06,0.06,0.06,0.06
"2010-10-02 00:00:00",0.06,0.06,0.06,0.06
"2010-10-03 00:00:00",0.06,0.06,0.06,0.06
"2010-10-04 00:00:00",0.06,0.06,0.06,0.06
"2010-10-05 00:00:00",0.06,0.06,0.06,0.06
"2010-10-06 00:00:00",0.06,0.06,0.06,0.06
"2010-10-07 00:00:00",0.06,0.07,0.06,0.07
"2010-10-08 00:00:00",0.07,0.09,0.01,0.09
"2010-10-09 00:00:00",0.09,0.12,0.07,0.09
"2010-10-10 00:00:00",0.09,0.13,0.08,0.1
"2010-10-11 00:00:00",0.1,0.1,0.09,0.09
"2010-10-12 00:00:00",0.09,0.1,0.08,0.09
"2010-10-13 00:00:00",0.09,0.1,0.09,0.1
"2010-10-14 00:00:00",0.1,0.1,0.06,0.1
"2010-10-15 00:00:00",0.1,0.12,0.09,0.1
"2010-10-16 00:00:00",0.1,0.1,0.1,0.1
"2010-10-17 00:00:00",0.1,0.1,0.1,0.1
"2010-10-18 00:00:00",0.1,0.1,0.1,0.1
"2010-10-19 00:00:00",0.1,0.1,0.1,0.1
"2010-10-20 00:00:00",0.1,0.1,0.09,0.1
"2010-10-21 00:00:00",0.1,0.11,0.1,0.11
"2010-10-22 00:00:00",0.11,0.11,0.1,0.1
"2010-10-23 00:00:00",0.1,0.11,0.1,0.11
"2010-10-24 00:00:00",0.11,0.19,0.11,0.11
"2010-10-25 00:00:00",0.11,0.19,0.09,0.13
"2010-10-26 00:00:00",0.13,0.18,0.13,0.15
"2010-10-27 00:00:00",0.15,0.19,0.15,0.19
"2010-10-28 00:00:00",0.19,0.19,0.17,0.17
"2010-10-29 00:00:00",0.17,0.19,0.17,0.19
"2010-10-30 00:00:00",0.19,0.2,0.19,0.2
"2010-10-31 00:00:00",0.2,0.2,0.17,0.19
"2010-11-01 00:00:00",0.19,0.2,0.17,0.2
"2010-11-02 00:00:00",0.2,0.19,0.19,0.19
"2010-11-03 00:00:00",0.19,0.27,0.12,0.19
"2010-11-04 00:00:00",0.19,0.24,0.19,0.23
"2010-11-05 00:00:00",0.23,0.26,0.21,0.26
"2010-11-06 00:00:00",0.26,0.5,0.24,0.39
"2010-11-07 00:00:00",0.39,0.47,0.29,0.34
"2010-11-08 00:00:00",0.34,0.37,0.23,0.24
"2010-11-09 00:00:00",0.24,0.32,0.2,0.21
"2010-11-10 00:00:00",0.21,0.24,0.14,0.24
"2010-11-11 00:00:00",0.24,0.24,0.21,0.22
"2010-11-12 00:00:00",0.22,0.29,0.22,0.27
"2010-11-13 00:00:00",0.27,0.3,0.27,0.28
"2010-11-14 00:00:00",0.28,0.3,0.27,0.28
"2010-11-15 00:00:00",0.28,0.28,0.27,0.27
"2010-11-16 00:00:00",0.27,0.27,0.22,0.22
"2010-11-17 00:00:00",0.22,0.29,0.21,0.23
"2010-11-18 00:00:00",0.23,0.28,0.22,0.27
"2010-11-19 00:00:00",0.27,0.28,0.27,0.28
"2010-11-20 00:00:00",0.28,0.29,0.27,0.28
"2010-11-21 00:00:00",0.28,0.28,0.28,0.28
"2010-11-22 00:00:00",0.28,0.29,0.27,0.29
"2010-11-23 00:00:00",0.29,0.28,0.28,0.28
"2010-11-24 00:00:00",0.28,0.28,0.28,0.28
"2010-11-25 00:00:00",0.28,0.28,0.28,0.28
"2010-11-26 00:00:00",0.28,0.29,0.28,0.28
"2010-11-27 00:00:00",0.28,0.28,0.28,0.28
"2010-11-28 00:00:00",0.28,0.28,0.27,0.27
"2010-11-29 00:00:00",0.27,0.28,0.22,0.23
"2010-11-30 00:00:00",0.23,0.23,0.2,0.21
"2010-12-01 00:00:00",0.21,0.23,0.21,0.23
"2010-12-02 00:00:00",0.23,0.26,0.22,0.25
"2010-12-03 00:00:00",0.25,0.26,0.24,0.25
"2010-12-04 00:00:00",0.25,0.26,0.2,0.2
"2010-12-05 00:00:00",0.2,0.23,0.19,0.19
"2010-12-06 00:00:00",0.19,0.22,0.18,0.2
"2010-12-07 00:00:00",0.2,0.25,0.17,0.23
"2010-12-08 00:00:00",0.23,0.24,0.22,0.24
"2010-12-09 00:00:00",0.24,0.23,0.17,0.2
"2010-12-10 00:00:00",0.2,0.2,0.18,0.2
"2010-12-11 00:00:00",0.2,0.23,0.19,0.23
"2010-12-12 00:00:00",0.23,0.23,0.21,0.22
"2010-12-13 00:00:00",0.22,0.23,0.21,0.23
"2010-12-14 00:00:00",0.23,0.25,0.21,0.25
"2010-12-15 00:00:00",0.25,0.25,0.24,0.24
"2010-12-16 00:00:00",0.24,0.25,0.22,0.25
"2010-12-17 00:00:00",0.25,0.25,0.24,0.24
"2010-12-18 00:00:00",0.24,0.25,0.24,0.24
"2010-12-19 00:00:00",0.24,0.25,0.24,0.24
"2010-12-20 00:00:00",0.24,0.27,0.24,0.27
"2010-12-21 00:00:00",0.27,0.27,0.24,0.24
"2010-12-22 00:00:00",0.24,0.25,0.24,0.25
"2010-12-23 00:00:00",0.25,0.25,0.24,0.25
"2010-12-24 00:00:00",0.25,0.25,0.24,0.25
"2010-12-25 00:00:00",0.25,0.25,0.25,0.25
"2010-12-26 00:00:00",0.25,0.27,0.25,0.26
"2010-12-27 00:00:00",0.26,0.27,0.25,0.26
"2010-12-28 00:00:00",0.26,0.28,0.26,0.28
"2010-12-29 00:00:00",0.28,0.3,0.27,0.3
"2010-12-30 00:00:00",0.3,0.3,0.29,0.3
"2010-12-31 00:00:00",0.3,0.3,0.29,0.3
"2011-01-01 00:00:00",0.3,0.3,0.29,0.3
"2011-01-02 00:00:00",0.3,0.3,0.29,0.3
"2011-01-03 00:00:00",0.3,0.3,0.29,0.29
"2011-01-04 00:00:00",0.29,0.3,0.29,0.3
"2011-01-05 00:00:00",0.3,0.3,0.29,0.3
"2011-01-06 00:00:00",0.3,0.3,0.29,0.3
"2011-01-07 00:00:00",0.3,0.32,0.3,0.32
"2011-01-08 00:00:00",0.32,0.32,0.31,0.32
"2011-01-09 00:00:00",0.32,0.32,0.32,0.32
"2011-01-10 00:00:00",0.32,0.33,0.32,0.33
"2011-01-11 00:00:00",0.33,0.33,0.32,0.33
"2011-01-12 00:00:00",0.33,0.36,0.32,0.32
"2011-01-13 00:00:00",0.32,0.4,0.32,0.32
"2011-01-14 00:00:00",0.32,0.45,0.32,0.4
"2011-01-15 00:00:00",0.4,0.4,0.38,0.39
"2011-01-16 00:00:00",0.39,0.4,0.39,0.39
"2011-01-17 00:00:00",0.39,0.39,0.31,0.35
"2011-01-18 00:00:00",0.35,0.35,0.3,0.31
"2011-01-19 00:00:00",0.31,0.31,0.3,0.31
"2011-01-20 00:00:00",0.31,0.39,0.31,0.39
"2011-01-21 00:00:00",0.39,0.44,0.37,0.42
"2011-01-22 00:00:00",0.42,0.44,0.39,0.44
"2011-01-23 00:00:00",0.44,0.44,0.42,0.44
"2011-01-24 00:00:00",0.44,0.44,0.38,0.42
"2011-01-25 00:00:00",0.42,0.42,0.4,0.41
"2011-01-26 00:00:00",0.41,0.42,0.39,0.42
"2011-01-27 00:00:00",0.42,0.45,0.41,0.42
"2011-01-28 00:00:00",0.42,0.45,0.42,0.45
"2011-01-29 00:00:00",0.45,0.44,0.43,0.44
"2011-01-30 00:00:00",0.44,0.48,0.44,0.48
"2011-01-31 00:00:00",0.48,0.95,0.47,0.52
"2011-02-01 00:00:00",0.52,0.85,0.52,0.7
"2011-02-02 00:00:00",0.7,0.76,0.69,0.72
"2011-02-03 00:00:00",0.72,0.75,0.65,0.69
"2011-02-04 00:00:00",0.69,0.88,0.67,0.81
"2011-02-05 00:00:00",0.81,0.92,0.81,0.92
"2011-02-06 00:00:00",0.92,0.92,0.83,0.9
"2011-02-07 00:00:00",0.9,0.9,0.83,0.89
"2011-02-08 00:00:00",0.89,0.92,0.86,0.92
"2011-02-09 00:00:00",0.92,1.09,0.82,1.09
"2011-02-10 00:00:00",1.09,1.1,0.8,0.98
"2011-02-11 00:00:00",0.98,1.09,0.93,1.07
"2011-02-12 00:00:00",1.07,1.08,0.99,1.08
"2011-02-13 00:00:00",1.08,1.08,1.02,1.05
"2011-02-14 00:00:00",1.05,1.08,1.03,1.07
"2011-02-15 00:00:00",1.07,1.08,1.03,1.05
"2011-02-16 00:00:00",1.05,1.05,1.02,1.04
"2011-02-17 00:00:00",1.04,1.05,1.02,1.04
"2011-02-18 00:00:00",1.04,1.04,0.78,0.9
"2011-02-19 00:00:00",0.9,0.98,0.84,0.95
"2011-02-20 00:00:00",0.95,0.95,0.83,0.85
"2011-02-21 00:00:00",0.85,0.88,0.83,0.83
"2011-02-22 00:00:00",0.83,0.95,0.83,0.87
"2011-02-23 00:00:00",0.87,0.94,0.87,0.9
"2011-02-24 00:00:00",0.9,1,0.9,1
"2011-02-25 00:00:00",1,1,0.91,0.91
"2011-02-26 00:00:00",0.91,0.97,0.91,0.96
"2011-02-27 00:00:00",0.96,0.96,0.89,0.89
"2011-02-28 00:00:00",0.89,0.92,0.84,0.86
"2011-03-01 00:00:00",0.86,0.97,0.85,0.92
"2011-03-02 00:00:00",0.92,0.94,0.91,0.94
"2011-03-03 00:00:00",0.94,0.94,0.91,0.94
"2011-03-04 00:00:00",0.94,0.94,0.9,0.9
"2011-03-05 00:00:00",0.9,0.92,0.81,0.91
"2011-03-06 00:00:00",0.91,0.91,0.81,0.9
"2011-03-07 00:00:00",0.9,0.91,0.85,0.88
"2011-03-08 00:00:00",0.88,0.88,0.85,0.87
"2011-03-09 00:00:00",0.87,0.87,0.85,0.86
"2011-03-10 00:00:00",0.86,0.93,0.85,0.93
"2011-03-11 00:00:00",0.93,0.92,0.86,0.88
"2011-03-12 00:00:00",0.88,0.92,0.88,0.92
"2011-03-13 00:00:00",0.92,0.92,0.89,0.89
"2011-03-14 00:00:00",0.89,0.9,0.88,0.89
"2011-03-15 00:00:00",0.89,0.89,0.87,0.87
"2011-03-16 00:00:00",0.87,0.88,0.84,0.86
"2011-03-17 00:00:00",0.86,0.88,0.81,0.83
"2011-03-18 00:00:00",0.83,0.85,0.71,0.82
"2011-03-19 00:00:00",0.82,0.8,0.73,0.76
"2011-03-20 00:00:00",0.76,0.79,0.74,0.74
"2011-03-21 00:00:00",0.74,0.77,0.74,0.76
"2011-03-22 00:00:00",0.76,0.81,0.74,0.81
"2011-03-23 00:00:00",0.81,0.85,0.78,0.85
"2011-03-24 00:00:00",0.85,0.9,0.83,0.87
"2011-03-25 00:00:00",0.87,0.89,0.86,0.88
"2011-03-26 00:00:00",0.88,0.9,0.84,0.86
"2011-03-27 00:00:00",0.86,0.87,0.82,0.82
"2011-03-28 00:00:00",0.82,0.85,0.76,0.8
"2011-03-29 00:00:00",0.8,0.8,0.76,0.79
"2011-03-30 00:00:00",0.79,0.79,0.77,0.79
"2011-03-31 00:00:00",0.79,0.8,0.77,0.78
"2011-04-01 00:00:00",0.78,0.8,0.77,0.77
"2011-04-02 00:00:00",0.77,0.8,0.77,0.78
"2011-04-03 00:00:00",0.78,0.79,0.78,0.78
"2011-04-04 00:00:00",0.78,0.78,0.56,0.68
"2011-04-05 00:00:00",0.68,0.75,0.58,0.71
"2011-04-06 00:00:00",0.71,0.75,0.69,0.74
"2011-04-07 00:00:00",0.74,0.78,0.72,0.75
"2011-04-08 00:00:00",0.75,0.8,0.73,0.75
"2011-04-09 00:00:00",0.75,0.77,0.72,0.73
"2011-04-10 00:00:00",0.73,0.76,0.71,0.74
"2011-04-11 00:00:00",0.74,0.8,0.71,0.77
"2011-04-12 00:00:00",0.77,0.9,0.77,0.86
"2011-04-13 00:00:00",0.86,1,0.86,0.92
"2011-04-14 00:00:00",0.92,1,0.91,1
"2011-04-15 00:00:00",1,1.09,0.91,0.99
"2011-04-16 00:00:00",0.99,1.09,0.95,1.05
"2011-04-17 00:00:00",1.05,1.14,1.03,1.11
"2011-04-18 00:00:00",1.11,1.2,1.11,1.16
"2011-04-19 00:00:00",1.16,1.2,1.14,1.2
"2011-04-20 00:00:00",1.2,1.2,1.13,1.14
"2011-04-21 00:00:00",1.14,1.21,1.14,1.21
"2011-04-22 00:00:00",1.21,1.41,1.19,1.41
"2011-04-23 00:00:00",1.41,1.95,1.32,1.7
"2011-04-24 00:00:00",1.7,1.95,1.6,1.63
"2011-04-25 00:00:00",1.63,1.7,1.52,1.56
"2011-04-26 00:00:00",1.56,1.79,1.53,1.79
"2011-04-27 00:00:00",1.79,1.95,1.72,1.9
"2011-04-28 00:00:00",1.9,2.65,1.66,2.21
"2011-04-29 00:00:00",2.21,2.95,2.21,2.88
"2011-04-30 00:00:00",2.88,4.15,2.75,3.5
"2011-05-01 00:00:00",3.5,3.87,2.5,3.03
"2011-05-02 00:00:00",3.03,3.49,3.03,3.2
"2011-05-03 00:00:00",3.2,3.49,3.11,3.41
"2011-05-04 00:00:00",3.41,3.58,3.25,3.41
"2011-05-05 00:00:00",3.41,3.45,3.33,3.33
"2011-05-06 00:00:00",3.33,3.61,3.29,3.45
"2011-05-07 00:00:00",3.45,3.7,3.42,3.64
"2011-05-08 00:00:00",3.64,3.94,3.63,3.87
"2011-05-09 00:00:00",3.87,3.9,3.69,3.8
"2011-05-10 00:00:00",3.8,5.99,3.81,5.81
"2011-05-11 00:00:00",5.81,6.06,4.6,5.5
"2011-05-12 00:00:00",5.5,6.49,5.22,6.3
"2011-05-13 00:00:00",6.3,8.45,6.32,8.2
"2011-05-14 00:00:00",8.2,8.9,5.83,7.2
"2011-05-15 00:00:00",7.2,7.78,6.2,6.99
"2011-05-16 00:00:00",6.99,8.5,6.75,8.03
"2011-05-17 00:00:00",8.03,8.39,6.98,7.19
"2011-05-18 00:00:00",7.19,7.5,6.6,6.88
"2011-05-19 00:00:00",6.88,7.34,6.61,6.8
"2011-05-20 00:00:00",6.8,7.1,5.58,5.59
"2011-05-21 00:00:00",5.59,6.52,5.58,6.12
"2011-05-22 00:00:00",6.12,6.76,5.99,6.69
"2011-05-23 00:00:00",6.69,7.45,6.69,7.15
"2011-05-24 00:00:00",7.15,7.51,6.96,7.42
"2011-05-25 00:00:00",7.42,9.33,7.22,8.4
"2011-05-26 00:00:00",8.4,8.99,8.01,8.8
"2011-05-27 00:00:00",8.8,8.83,8.5,8.5
"2011-05-28 00:00:00",8.5,8.7,8.11,8.3
"2011-05-29 00:00:00",8.3,8.49,8.1,8.43
"2011-05-30 00:00:00",8.43,9,8.25,8.8
"2011-05-31 00:00:00",8.8,9.5,8.1,8.74
"2011-06-01 00:00:00",8.74,9.7,8.3,9.57
"2011-06-02 00:00:00",9.57,10.89,9.5,10.6
"2011-06-03 00:00:00",10.6,14.5,10.58,14.29
"2011-06-04 00:00:00",14.29,18.89,14.04,18.89
"2011-06-05 00:00:00",18.89,19,16.2,16.7
"2011-06-06 00:00:00",16.7,19.23,16.45,18.55
"2011-06-07 00:00:00",18.55,24.32,18.26,23.92
"2011-06-08 00:00:00",23.92,31.91,22.21,29.6
"2011-06-09 00:00:00",29.6,31.5,26.15,28.92
"2011-06-10 00:00:00",28.92,29.4,20.01,23.95
"2011-06-11 00:00:00",23.95,23.99,13,14.65
"2011-06-12 00:00:00",14.65,24.99,10.25,18.55
"2011-06-13 00:00:00",18.55,24.5,16,19.84
"2011-06-14 00:00:00",19.84,20.5,18,19.28
"2011-06-15 00:00:00",19.28,20,19.02,19.49
"2011-06-16 00:00:00",19.49,19.89,17,17
"2011-06-17 00:00:00",17,18.34,13,15.68
"2011-06-18 00:00:00",15.68,16.95,15.05,16.89
"2011-06-19 00:00:00",16.89,18.88,16.85,17.51
"2011-06-20 00:00:00",17.51,17.51,17.51,17.51
"2011-06-21 00:00:00",17.51,17.51,17.51,17.51
"2011-06-22 00:00:00",17.51,17.51,17.51,17.51
"2011-06-23 00:00:00",17.51,17.51,17.51,17.51
"2011-06-24 00:00:00",17.51,17.51,17.51,17.51
"2011-06-25 00:00:00",17.51,17.51,17.51,17.51
"2011-06-26 00:00:00",17.51,17.51,14.01,16.45
"2011-06-27 00:00:00",16.45,18,15,16.75
"2011-06-28 00:00:00",16.75,17.52,16.5,16.95
"2011-06-29 00:00:00",16.95,17.2,16.67,16.84
"2011-06-30 00:00:00",16.84,17,15.73,16.1
"2011-07-01 00:00:00",16.1,16.74,15.26,15.4
"2011-07-02 00:00:00",15.4,15.8,15.27,15.4
"2011-07-03 00:00:00",15.4,15.69,15.31,15.44
"2011-07-04 00:00:00",15.44,15.49,13.14,13.86
"2011-07-05 00:00:00",13.86,15,11,12.91
"2011-07-06 00:00:00",12.91,16.5,12.67,14.78
"2011-07-07 00:00:00",14.78,15.9,14.5,14.78
"2011-07-08 00:00:00",14.78,15.64,13.9,14.31
"2011-07-09 00:00:00",14.31,14.7,14.02,14.38
"2011-07-10 00:00:00",14.38,15.68,14.35,14.9
"2011-07-11 00:00:00",14.9,15.2,13.8,14.21
"2011-07-12 00:00:00",14.21,14.64,13.9,14.01
"2011-07-13 00:00:00",14.01,14.15,13.91,13.95
"2011-07-14 00:00:00",13.95,14.07,13.7,13.99
"2011-07-15 00:00:00",13.99,14.09,13.5,13.81
"2011-07-16 00:00:00",13.81,13.81,13.5,13.72
"2011-07-17 00:00:00",13.72,13.75,13.02,13.16
"2011-07-18 00:00:00",13.16,13.91,12.51,13.48
"2011-07-19 00:00:00",13.48,14.7,13.44,13.85
"2011-07-20 00:00:00",13.85,14,13.4,13.69
"2011-07-21 00:00:00",13.69,13.78,13.4,13.61
"2011-07-22 00:00:00",13.61,13.81,13.45,13.7
"2011-07-23 00:00:00",13.7,13.76,13.51,13.68
"2011-07-24 00:00:00",13.68,14.1,13.6,13.98
"2011-07-25 00:00:00",13.98,14.72,13.76,14.05
"2011-07-26 00:00:00",14.05,14.05,13.77,13.88
"2011-07-27 00:00:00",13.88,14.13,13.85,13.94
"2011-07-28 00:00:00",13.94,13.94,13.31,13.49
"2011-07-29 00:00:00",13.49,13.7,13.33,13.5
"2011-07-30 00:00:00",13.5,13.63,13.45,13.53
"2011-07-31 00:00:00",13.53,14.9,12.83,13.35
"2011-08-01 00:00:00",13.35,13.55,12.85,13.09
"2011-08-02 00:00:00",13.09,13.1,11.5,12.05
"2011-08-03 00:00:00",12.05,12.16,8.7,9.26
"2011-08-04 00:00:00",9.26,11.15,9.27,10.75
"2011-08-05 00:00:00",10.75,10.99,9.5,9.8
"2011-08-06 00:00:00",9.8,9.95,5.74,6.55
"2011-08-07 00:00:00",6.55,9.47,6.01,7.9
"2011-08-08 00:00:00",7.9,8.16,7.05,7.8
"2011-08-09 00:00:00",7.8,12.1,7.67,9.99
"2011-08-10 00:00:00",9.99,10.4,9.5,9.98
"2011-08-11 00:00:00",9.98,10.5,8.45,9.46
"2011-08-12 00:00:00",9.46,9.8,8.91,9.46
"2011-08-13 00:00:00",9.46,10.25,9.28,10.13
"2011-08-14 00:00:00",10.13,11.24,9.62,10.8
"2011-08-15 00:00:00",10.8,11.89,10.72,11.15
"2011-08-16 00:00:00",11.15,11.32,10.81,10.96
"2011-08-17 00:00:00",10.96,11.1,10.66,10.95
"2011-08-18 00:00:00",10.95,11.05,10.81,10.83
"2011-08-19 00:00:00",10.83,11.81,10.83,11.65
"2011-08-20 00:00:00",11.65,11.69,11.4,11.45
"2011-08-21 00:00:00",11.45,11.51,11.31,11.31
"2011-08-22 00:00:00",11.31,11.5,10.51,10.89
"2011-08-23 00:00:00",10.89,11.3,10.81,10.94
"2011-08-24 00:00:00",10.94,11.08,10.83,10.85
"2011-08-25 00:00:00",10.85,10.89,9.1,9.66
"2011-08-26 00:00:00",9.66,9.89,7.64,8.18
"2011-08-27 00:00:00",8.18,9.11,8.12,8.59
"2011-08-28 00:00:00",8.59,9.48,8.45,9.07
"2011-08-29 00:00:00",9.07,9.27,8.65,8.97
"2011-08-30 00:00:00",8.97,9,8.55,8.79
"2011-08-31 00:00:00",8.79,8.79,8.01,8.2
"2011-09-01 00:00:00",8.2,8.36,8.1,8.21
"2011-09-02 00:00:00",8.21,8.71,8.23,8.64
"2011-09-03 00:00:00",8.64,8.69,8.36,8.48
"2011-09-04 00:00:00",8.48,8.49,7.85,8.18
"2011-09-05 00:00:00",8.18,8.19,7.25,7.61
"2011-09-06 00:00:00",7.61,7.66,6.12,6.86
"2011-09-07 00:00:00",6.86,7.6,6.53,7.19
"2011-09-08 00:00:00",7.19,7.2,6.51,6.53
"2011-09-09 00:00:00",6.53,6.58,4.18,5.03
"2011-09-10 00:00:00",5.03,5.49,4.63,4.77
"2011-09-11 00:00:00",4.77,7.4,4.6,5.86
"2011-09-12 00:00:00",5.86,6.58,5.41,6.08
"2011-09-13 00:00:00",6.08,6.08,5.7,5.8
"2011-09-14 00:00:00",5.8,5.85,5.32,5.62
"2011-09-15 00:00:00",5.62,5.62,4.44,4.84
"2011-09-16 00:00:00",4.84,4.99,4.61,4.82
"2011-09-17 00:00:00",4.82,4.93,4.7,4.77
"2011-09-18 00:00:00",4.77,5.6,4.72,5.2
"2011-09-19 00:00:00",5.2,5.64,4.9,5.46
"2011-09-20 00:00:00",5.46,6.79,5.45,6.11
"2011-09-21 00:00:00",6.11,6.29,5.06,5.61
"2011-09-22 00:00:00",5.61,5.83,5.29,5.43
"2011-09-23 00:00:00",5.43,5.71,5.41,5.55
"2011-09-24 00:00:00",5.55,5.64,5.32,5.47
"2011-09-25 00:00:00",5.47,5.49,5.32,5.33
"2011-09-26 00:00:00",5.33,5.4,4.72,4.87
"2011-09-27 00:00:00",4.87,5.13,4.78,4.92
"2011-09-28 00:00:00",4.92,4.97,4.62,4.77
"2011-09-29 00:00:00",4.77,4.8,4.67,4.78
"2011-09-30 00:00:00",4.78,5.35,4.74,5.14
"2011-10-01 00:00:00",5.14,5.25,4.86,5.03
"2011-10-02 00:00:00",5.03,5.1,4.91,5.03
"2011-10-03 00:00:00",5.03,5.04,4.89,5.02
"2011-10-04 00:00:00",5.02,5.02,4.92,4.96
"2011-10-05 00:00:00",4.96,5.02,4.83,4.87
"2011-10-06 00:00:00",4.87,4.9,4.5,4.73
"2011-10-07 00:00:00",4.73,4.8,3.78,4.27
"2011-10-08 00:00:00",4.27,4.34,3.82,4.01
"2011-10-09 00:00:00",4.01,4.39,4.01,4.1
"2011-10-10 00:00:00",4.1,4.2,4.01,4.1
"2011-10-11 00:00:00",4.1,4.1,3.85,3.93
"2011-10-12 00:00:00",3.93,4.45,3.9,4.15
"2011-10-13 00:00:00",4.15,4.2,4,4.05
"2011-10-14 00:00:00",4.05,4.11,3.95,3.99
"2011-10-15 00:00:00",3.99,4.05,3.71,3.84
"2011-10-16 00:00:00",3.84,3.9,3.4,3.56
"2011-10-17 00:00:00",3.56,3.74,2.26,2.56
"2011-10-18 00:00:00",2.56,2.9,2.31,2.42
"2011-10-19 00:00:00",2.42,2.54,2.04,2.27
"2011-10-20 00:00:00",2.27,2.39,2.22,2.35
"2011-10-21 00:00:00",2.35,2.72,2.33,2.57
"2011-10-22 00:00:00",2.57,3.3,2.55,3.16
"2011-10-23 00:00:00",3.16,3.2,2.95,3.17
"2011-10-24 00:00:00",3.17,3.19,2.48,2.54
"2011-10-25 00:00:00",2.54,3.04,2.44,2.77
"2011-10-26 00:00:00",2.77,2.85,2.65,2.77
"2011-10-27 00:00:00",2.77,3.09,2.73,3.04
